name,date,rank,category,coverage
On ira (Zaz),63,447,TOUT,98.94392758360573
On ira tous au paradis,68,364,TOUT,97.8752828765401
On laisse tous un jour,15,1625,TOUT,100.16343977872768
On m'attend là-bas,7,2166,TOUT,100.17601206939904
On n'a pas tous les jours vingt ans,2,2553,TOUT,100.21372894141311
On n'est pas là pour se faire engueuler,2,2554,TOUT,100.21372894141311
On n'est pas à une bêtise près,12,1789,TOUT,100.17601206939904
On n'oublie jamais rien on vit avec,22,1307,TOUT,100.15086748805632
On ne change pas,62,456,TOUT,99.06965049031933
On s'aimera toujours,11,1855,TOUT,100.17601206939904
On s'attache,106,28,TOUT,32.18506411868242
On s'fait du mal (Zaho et Dadju),3,2467,TOUT,100.21372894141311
On se connaît,5,2334,TOUT,100.20115665074177
On se fait peur,4,2353,TOUT,100.20115665074177
On se retrouvera,55,534,TOUT,99.57254211717374
On t'emmène,20,1383,TOUT,100.15086748805632
On the road again,45,730,TOUT,100.02514458134273
On trace,15,1593,TOUT,100.16343977872768
On va s'aimer,112,8,TOUT,11.101332662811163
On verra,15,1636,TOUT,100.16343977872768
On écrit sur les murs (Demis Roussos),2,2670,TOUT,100.21372894141311
On écrit sur les murs (Kids United),68,373,TOUT,98.05129494593915
On était beau,53,571,TOUT,99.6228312798592
Onde Anda,7,2164,TOUT,100.17601206939904
Onde sensuelle (Fréro Delavega),1,2865,TOUT,100.21372894141311
Onde sensuelle (M),71,335,TOUT,97.17123459894393
Open season,8,2069,TOUT,100.17601206939904
Orchestra (20th anniversary version),1,2866,TOUT,100.21372894141311
Ordinaire (Céline Dion),1,2867,TOUT,100.21372894141311
Origami,2,2668,TOUT,100.21372894141311
Osez Joséphine (Alain Bashung),83,205,TOUT,90.73422177520744
Oui mais non,14,1691,TOUT,100.17601206939904
Oui ou non,29,1065,TOUT,100.13829519738498
"Oui, je l'adore",70,341,TOUT,97.30952979632889
Ouragan,75,298,TOUT,96.06487301986422
Outété,17,1467,TOUT,100.15086748805632
Où est la vraie vie,5,2319,TOUT,100.20115665074177
Où est ma chemise grise ?,5,2320,TOUT,100.20115665074177
Où est passée ma bohème,9,1982,TOUT,100.17601206939904
Où et avec qui tu m'aimes,23,1257,TOUT,100.13829519738498
Où je vais,79,239,TOUT,93.14810158410862
Où sont les femmes (Patrick Juvet),89,143,TOUT,82.53708825748052
PS : Je t'aime,4,2367,TOUT,100.20115665074177
Padam padam,44,740,TOUT,100.03771687201409
Palladium (Brigitte),33,947,TOUT,100.11315061604225
Paname,48,654,TOUT,99.86170480261504
Pandi-Panda,7,2140,TOUT,100.17601206939904
Papa Tango Charly,20,1351,TOUT,100.15086748805632
Papa chanteur,25,1190,TOUT,100.13829519738498
Papa mambo,3,2454,TOUT,100.20115665074177
Papa pingouin,13,1717,TOUT,100.17601206939904
Papaoutai,97,76,TOUT,62.47171234598944
Papayou,13,1719,TOUT,100.17601206939904
Par amour,13,1720,TOUT,100.17601206939904
Paradis (Alain Chamfort),14,1684,TOUT,100.17601206939904
Paradis perdus,3,2453,TOUT,100.20115665074177
Paradis secret,12,1811,TOUT,100.17601206939904
Parapluie,7,2141,TOUT,100.17601206939904
Parce qu'on sait jamais,82,209,TOUT,91.03595675132009
Parce qu'on vient de loin,94,106,TOUT,73.48503897410109
Parce que c'est toi (Axelle Red),32,992,TOUT,100.13829519738498
Parce que c'est toi (Vianney et Mentissa),1,2857,TOUT,100.21372894141311
Pardonne-moi,8,2036,TOUT,100.17601206939904
Paris,17,1465,TOUT,100.15086748805632
Paris au mois d'août,3,2499,TOUT,100.21372894141311
Paris by night,55,533,TOUT,99.53482524515967
Paris en colère,22,1289,TOUT,100.15086748805632
Paris latino,88,149,TOUT,83.63087754588886
Paris sera toujours Paris,1,2846,TOUT,100.21372894141311
Paris tu m'as pris dans tes bras,8,2040,TOUT,100.17601206939904
Paris-Seychelles,50,630,TOUT,99.77369876791552
Parisienne,2,2614,TOUT,100.21372894141311
Parle plus bas,1,2847,TOUT,100.21372894141311
Parle à ma main,86,175,TOUT,87.37742016595423
Parle-moi (Isabelle Boulay),72,317,TOUT,96.70605984410359
Parle-moi (Jean-Louis Aubert),12,1795,TOUT,100.17601206939904
Parle-moi (Nâdiya),68,370,TOUT,97.96328891123963
Parler à mon père,53,573,TOUT,99.6228312798592
Parlez-moi d'amour,10,1953,TOUT,100.17601206939904
Parlez-moi de lui (Nicole Croisille),44,739,TOUT,100.02514458134273
Paro,6,2183,TOUT,100.17601206939904
Paroles paroles,37,867,TOUT,100.10057832537089
Pars,2,2615,TOUT,100.21372894141311
Partenaire particulier,33,946,TOUT,100.11315061604225
Partir,14,1670,TOUT,100.16343977872768
Partir là-bas,21,1330,TOUT,100.15086748805632
Partir quand même,6,2184,TOUT,100.17601206939904
Partir un jour (2be3),87,169,TOUT,86.52250440030174
Partir un jour (Juliette Armanet),2,2613,TOUT,100.21372894141311
Partons vite,90,134,TOUT,80.76439527281872
Pas assez de toi,13,1721,TOUT,100.17601206939904
Pas besoin d'éducation sexuelle,4,2414,TOUT,100.20115665074177
Pas besoin de toi,23,1262,TOUT,100.13829519738498
Pas d'ami (comme toi),70,345,TOUT,97.47296957505658
Pas de boogie woogie,107,22,TOUT,26.56525018858436
Pas des chiens,2,2591,TOUT,100.21372894141311
Pas eu le temps,16,1561,TOUT,100.16343977872768
Pas gaie la pagaille,1,2838,TOUT,100.21372894141311
Pas le temps,2,2592,TOUT,100.21372894141311
Pas là,57,510,TOUT,99.42167462911743
Pas toi (Jean-Jacques Goldman),12,1824,TOUT,100.17601206939904
Passer ma route,27,1129,TOUT,100.13829519738498
Pat' Patrouille,3,2508,TOUT,100.21372894141311
Paulette la reine des paupiettes,15,1629,TOUT,100.16343977872768
Pauline,3,2487,TOUT,100.21372894141311
Pause,3,2495,TOUT,100.21372894141311
Pauvres diables,40,818,TOUT,100.10057832537089
Pays des merveilles,5,2259,TOUT,100.18858436007041
Pendant que les champs brûlent,26,1158,TOUT,100.13829519738498
Pensons à l'avenir,6,2201,TOUT,100.17601206939904
Personne (Pascal Obispo),32,978,TOUT,100.13829519738498
Petit,1,2839,TOUT,100.21372894141311
Petit Frank,16,1562,TOUT,100.16343977872768
Petit Papa Noël,17,1495,TOUT,100.16343977872768
Petit frère (IAM),11,1857,TOUT,100.17601206939904
Petit garçon,7,2117,TOUT,100.17601206939904
Petit génie,5,2290,TOUT,100.18858436007041
Petite Marie,55,549,TOUT,99.59768669851647
Petite fille,2,2590,TOUT,100.21372894141311
Petite fille de Français moyen,16,1563,TOUT,100.16343977872768
Petite fille du soleil,44,746,TOUT,100.05028916268543
Petite fleur,6,2199,TOUT,100.17601206939904
Petite sœur (Ben l'Oncle Soul),36,898,TOUT,100.10057832537089
Petite sœur (Lââm),103,38,TOUT,40.558209705808395
Peut-être que peut-être,52,580,TOUT,99.67312044254463
Pierpoljak,3,2491,TOUT,100.21372894141311
Pile ou face,37,866,TOUT,100.10057832537089
Place des Grands Hommes,101,49,TOUT,48.15187327131003
Plantation,4,2384,TOUT,100.20115665074177
Pleurer des rivières,6,2204,TOUT,100.17601206939904
Plus belle la vie,5,2260,TOUT,100.18858436007041
Plus bleu que tes yeux,3,2520,TOUT,100.21372894141311
Plus de sens,8,2082,TOUT,100.17601206939904
Plus fort,4,2439,TOUT,100.20115665074177
Plus haut (What For),2,2575,TOUT,100.21372894141311
Plus près des étoiles,88,151,TOUT,83.99547397535831
Plus que tout au monde,71,333,TOUT,97.13351772692984
Poil dans la main,21,1335,TOUT,100.15086748805632
Pokémon,10,1935,TOUT,100.17601206939904
Politiquement correct,18,1431,TOUT,100.15086748805632
Pomme,27,1123,TOUT,100.13829519738498
Pomme C,91,129,TOUT,79.58259994971084
Pookie,14,1641,TOUT,100.16343977872768
Popcorn salé,14,1675,TOUT,100.16343977872768
Porto-Vecchio,27,1113,TOUT,100.13829519738498
Poulailler's song,24,1212,TOUT,100.13829519738498
"Poupée de cire, poupée de son (France Gall)",59,484,TOUT,99.25823485038974
Poupée psychédélique,31,1024,TOUT,100.13829519738498
Poupée russe,10,1934,TOUT,100.17601206939904
Pour de vrai,13,1730,TOUT,100.17601206939904
Pour elle (Richard Cocciante),2,2576,TOUT,100.21372894141311
Pour elle (SDM),2,2574,TOUT,100.21372894141311
Pour l'amour d'un garçon,12,1819,TOUT,100.17601206939904
Pour la femme veuve qui s'éveille,17,1483,TOUT,100.15086748805632
Pour la fin du monde,23,1271,TOUT,100.15086748805632
Pour la peine,42,777,TOUT,100.07543374402816
Pour la vie,39,840,TOUT,100.10057832537089
Pour le plaisir,55,548,TOUT,99.58511440784511
Pour louper l'école,1,2833,TOUT,100.21372894141311
Pour me comprendre,11,1872,TOUT,100.17601206939904
Pour moi la vie va commencer,11,1871,TOUT,100.17601206939904
Pour oublier,41,801,TOUT,100.10057832537089
Pour que tu m'aimes encore (Céline Dion),105,35,TOUT,38.408348001005784
Pour un flirt,92,119,TOUT,77.0932863967815
Pour un infidèle,63,441,TOUT,98.8936384209203
Pour une amourette,17,1479,TOUT,100.15086748805632
Pour une biguine avec toi,61,463,TOUT,99.18280110636158
Pourquoi,10,1941,TOUT,100.17601206939904
Pourquoi c'est beau,17,1480,TOUT,100.15086748805632
Pourquoi tu restes,1,2822,TOUT,100.21372894141311
Pourtant,15,1590,TOUT,100.16343977872768
Pourvu,29,1062,TOUT,100.13829519738498
Pourvu qu'elles soient douces (Mylène Farmer),69,356,TOUT,97.7495599698265
Pourvu que ça dure,1,2823,TOUT,100.21372894141311
Premier amour,8,2046,TOUT,100.17601206939904
Premier baiser,26,1157,TOUT,100.13829519738498
Prendre l'air,18,1450,TOUT,100.15086748805632
Prendre racine,65,403,TOUT,98.4536082474227
Prendre un enfant (par la main),26,1154,TOUT,100.13829519738498
Prends ma main (Gims et Vitaa),2,2565,TOUT,100.21372894141311
Prenons notre temps,13,1731,TOUT,100.17601206939904
Presque,8,2077,TOUT,100.17601206939904
Presse qui roule,19,1394,TOUT,100.15086748805632
Primitif,8,2044,TOUT,100.17601206939904
Prince Ali,53,566,TOUT,99.6228312798592
Prince charmant,64,416,TOUT,98.604475735479
Printemps éternel,16,1548,TOUT,100.16343977872768
Prière païenne,44,737,TOUT,100.02514458134273
Promets-moi,4,2398,TOUT,100.20115665074177
Protège-moi,2,2587,TOUT,100.21372894141311
Près de moi,21,1327,TOUT,100.15086748805632
Près des étoiles,16,1555,TOUT,100.16343977872768
Puis t'as dansé avec moi,4,2377,TOUT,100.20115665074177
Puisque tu pars (Jean-Jacques Goldman),19,1396,TOUT,100.15086748805632
Puisque vous partez en voyage (Françoise Hardy et Jacques Dutronc),6,2238,TOUT,100.17601206939904
Puisque vous partez en voyage (Mireille et Jean Sablon),9,1983,TOUT,100.17601206939904
Puissance et gloire,11,1882,TOUT,100.17601206939904
Pull marine (Isabelle Adjani),73,312,TOUT,96.51747548403318
Pétunias,2,2641,TOUT,100.21372894141311
Qu'est-ce qu'on attend pour être heureux,24,1205,TOUT,100.13829519738498
Qu'est-ce que t'es belle,68,374,TOUT,98.06386723661052
Qu'est-ce qui fait pleurer les blondes ?,34,939,TOUT,100.11315061604225
Qu'importe (Juliette Armanet),10,1916,TOUT,100.17601206939904
Quand Jimmy dit,67,387,TOUT,98.25245159668091
Quand elle danse,9,1984,TOUT,100.17601206939904
Quand il est mort le poète,2,2580,TOUT,100.21372894141311
Quand j'serai K.-O.,36,891,TOUT,100.10057832537089
Quand j'étais chanteur,85,193,TOUT,89.52728187075685
Quand je joue,28,1090,TOUT,100.13829519738498
Quand je marche,3,2509,TOUT,100.21372894141311
Quand je t'aime,43,760,TOUT,100.05028916268543
Quand je vois tes yeux,101,43,TOUT,44.25446316318833
Quand la musique est bonne (Jean-Jacques Goldman),96,84,TOUT,66.09253205934121
Quand la ville dort,31,1002,TOUT,100.13829519738498
Quand les hommes vivront d'amour,3,2486,TOUT,100.21372894141311
Quand on arrive en ville,92,117,TOUT,76.54010560724164
Quand on n'a plus rien à perdre,3,2480,TOUT,100.21372894141311
Quand on n'a que l'amour (Jacques Brel),53,570,TOUT,99.6228312798592
Quand revient la nuit,5,2304,TOUT,100.18858436007041
Quand t'es dans le désert,38,865,TOUT,100.10057832537089
Quand tu chantes,30,1040,TOUT,100.13829519738498
Quand tu es là,1,2813,TOUT,100.21372894141311
Quand tu m'aimes,31,1000,TOUT,100.13829519738498
Quand tu serres mon corps,2,2601,TOUT,100.21372894141311
Quatre boules de cuir,19,1398,TOUT,100.15086748805632
Quatre murs et un toit,33,961,TOUT,100.11315061604225
Que Dieu me pardonne,22,1312,TOUT,100.15086748805632
Que Marianne était jolie,67,384,TOUT,98.18959014332411
Que c'est triste Venise,5,2293,TOUT,100.18858436007041
Que fais-tu ce soir après dîner ?,2,2656,TOUT,100.21372894141311
Que je t'aime,78,253,TOUT,93.90243902439023
Que reste-t-il de nos amours ? (Charles Trenet),10,1955,TOUT,100.17601206939904
Que serais-je sans toi ?,27,1112,TOUT,100.13829519738498
Que tout s'danse,2,2657,TOUT,100.21372894141311
Que tu reviennes,88,156,TOUT,84.72466683429721
Que vendra,4,2364,TOUT,100.20115665074177
Quel souci la Boétie,4,2376,TOUT,100.20115665074177
Quelqu'un m'a dit,59,482,TOUT,99.24566255971838
Quelque chose dans mon cœur,17,1463,TOUT,100.15086748805632
Quelque chose de Tennessee,50,623,TOUT,99.74855418657279
Quelque chose de magique,8,2027,TOUT,100.17601206939904
Quelque part,15,1618,TOUT,100.16343977872768
Quelques mots d'amour,76,282,TOUT,95.52426452099573
Question d'équilibre,4,2406,TOUT,100.20115665074177
Question de feeling,8,2054,TOUT,100.17601206939904
Question de survie,13,1714,TOUT,100.17601206939904
Qui a le droit (Patrick Bruel),71,325,TOUT,96.91978878551673
Qui a tué grand-maman,4,2401,TOUT,100.20115665074177
Qui c'est celui-là,59,493,TOUT,99.30852401307519
Qui de nous deux,88,150,TOUT,83.79431732461654
Qui est l'exemple,6,2177,TOUT,100.17601206939904
Qui on est,6,2178,TOUT,100.17601206939904
Qui saura,58,497,TOUT,99.37138546643199
Qui va garder mon crocodile cet été,6,2233,TOUT,100.17601206939904
Quoi,22,1316,TOUT,100.15086748805632
Radio,25,1177,TOUT,100.13829519738498
Radio song,10,1907,TOUT,100.17601206939904
Rame,6,2223,TOUT,100.17601206939904
Ramenez la coupe à la maison,6,2175,TOUT,100.17601206939904
Raphaël,53,569,TOUT,99.6228312798592
Rappelle-toi,2,2627,TOUT,100.21372894141311
Rappelle-toi minette,9,1966,TOUT,100.17601206939904
Rayon de soleil,80,225,TOUT,92.30575810912748
Recette pour un cake d'amour,17,1510,TOUT,100.16343977872768
Recommence-moi (Santa),8,2028,TOUT,100.17601206939904
Recommence-moi (Star Academy),1,2803,TOUT,100.21372894141311
Regarde-moi (Céline Dion),21,1329,TOUT,100.15086748805632
"Regarde-moi (teste-moi, déteste-moi)",14,1646,TOUT,100.16343977872768
Regarde-moi bien en face,19,1404,TOUT,100.15086748805632
Regrets,7,2155,TOUT,100.17601206939904
Reine,29,1064,TOUT,100.13829519738498
Remind me,3,2461,TOUT,100.20115665074177
Rends l'amour,7,2154,TOUT,100.17601206939904
Repenti,14,1649,TOUT,100.16343977872768
Requiem,24,1207,TOUT,100.13829519738498
Requiem pour un con,33,964,TOUT,100.11315061604225
Requiem pour un fou (Johnny Hallyday),64,414,TOUT,98.57933115413628
Respect (Alliance Ethnik),4,2373,TOUT,100.20115665074177
Respire (Gaël Faye),11,1883,TOUT,100.17601206939904
Respire (Mickey 3D),81,222,TOUT,92.06688458637163
Respire encore,26,1143,TOUT,100.13829519738498
Reste,8,2034,TOUT,100.17601206939904
Rester femme,37,874,TOUT,100.10057832537089
Restes d'averses,2,2625,TOUT,100.21372894141311
Retiens la nuit,23,1263,TOUT,100.13829519738498
Reviens,27,1103,TOUT,100.13829519738498
Revoir,12,1781,TOUT,100.17601206939904
Riche,50,616,TOUT,99.74855418657279
Rien n'est parfait,21,1348,TOUT,100.15086748805632
Rien ne se finit,5,2341,TOUT,100.20115665074177
Rien qu'un ciel,15,1612,TOUT,100.16343977872768
Rien qu'une fois,26,1156,TOUT,100.13829519738498
Rien qu'une larme,49,633,TOUT,99.77369876791552
Rien que de l'eau,42,773,TOUT,100.05028916268543
Rien que des mots (ti amo),45,723,TOUT,100.02514458134273
Rien que pour toi,31,1003,TOUT,100.13829519738498
Rio Grande,24,1245,TOUT,100.13829519738498
Riquita,14,1699,TOUT,100.17601206939904
Roc,12,1773,TOUT,100.17601206939904
Rock Amadour,42,772,TOUT,100.05028916268543
Rock'n dollars,38,856,TOUT,100.10057832537089
Rock'n'roll attitude,8,2030,TOUT,100.17601206939904
Rockollection,96,83,TOUT,65.69021875785768
Rodéo,34,930,TOUT,100.11315061604225
Roi,10,1906,TOUT,100.17601206939904
Rolling in the Deep,1,2796,TOUT,100.21372894141311
Rome,3,2462,TOUT,100.20115665074177
Roméo kiffe Juliette,8,2031,TOUT,100.17601206939904
Room 69,8,2026,TOUT,100.17601206939904
Rosa (Ridsa),4,2382,TOUT,100.20115665074177
Rosalie,24,1246,TOUT,100.13829519738498
Rosetta,1,2797,TOUT,100.21372894141311
Rossignol,10,1905,TOUT,100.17601206939904
Rouge (Fredericks Goldman Jones),1,2798,TOUT,100.21372894141311
Rouge (Michel Sardou),7,2168,TOUT,100.17601206939904
Roule,49,636,TOUT,99.79884334925823
Route nationale 7,13,1744,TOUT,100.17601206939904
Rue de la paix,106,27,TOUT,31.367865225044
Rue des acacias,20,1375,TOUT,100.15086748805632
Rue des étoiles,92,121,TOUT,77.64646718632135
Réfléchir,8,2032,TOUT,100.17601206939904
Répondez-moi,1,2776,TOUT,100.21372894141311
Réseaux,1,2777,TOUT,100.21372894141311
Résidents de la République,40,811,TOUT,100.10057832537089
Résiste (France Gall),79,245,TOUT,93.4121196882072
Résiste (Jenifer),1,2778,TOUT,100.21372894141311
Résister (What about peace),1,2779,TOUT,100.21372894141311
Rétine,20,1384,TOUT,100.15086748805632
Rêver,12,1758,TOUT,100.17601206939904
S'asseoir par terre,5,2326,TOUT,100.20115665074177
S'il suffisait d'aimer (Céline Dion),87,170,TOUT,86.64822730701533
S.O.S.,13,1701,TOUT,100.17601206939904
S.O.S. amor,21,1341,TOUT,100.15086748805632
S.O.S. d'un terrien en détresse (Daniel Balavoine),31,1013,TOUT,100.13829519738498
S.O.S. d'un terrien en détresse (Grégory Lemarchal),1,2780,TOUT,100.21372894141311
Sa raison d'être,96,86,TOUT,66.70857430223786
Sable fin cocotiers (bananaze),1,2781,TOUT,100.21372894141311
Sache que je,5,2335,TOUT,100.20115665074177
Sacré Charlemagne,53,565,TOUT,99.6228312798592
Saga Africa,25,1175,TOUT,100.13829519738498
Saint Claude,63,431,TOUT,98.85592154890621
Salade de fruits (Bourvil),20,1385,TOUT,100.15086748805632
Sale bonhomme,17,1477,TOUT,100.15086748805632
Salma ya salama,45,727,TOUT,100.02514458134273
Salut les amoureux (Joe Dassin),42,782,TOUT,100.08800603469952
Samba Maria,30,1042,TOUT,100.13829519738498
Samba mambo,12,1769,TOUT,100.17601206939904
Samedi soir sur la Terre,9,1961,TOUT,100.17601206939904
San Francisco,57,516,TOUT,99.44681921046015
San ou (La rivière),1,2782,TOUT,100.21372894141311
Sang pour sang,40,807,TOUT,100.10057832537089
Sans bruit,9,1979,TOUT,100.17601206939904
Sans chemise sans pantalon,13,1706,TOUT,100.17601206939904
Sans chemise sans pantalon (Rika Zaraï / 45T),7,2152,TOUT,100.17601206939904
Sans contrefaçon,62,455,TOUT,99.05707819964798
Sans cœur,5,2292,TOUT,100.18858436007041
Santiano,93,113,TOUT,75.49660548151873
Santé,17,1499,TOUT,100.16343977872768
Sapés comme jamais,47,684,TOUT,99.91199396530048
Sarah,3,2474,TOUT,100.21372894141311
Sarbacane,75,288,TOUT,95.7882826250943
Saudade,2,2634,TOUT,100.21372894141311
Saute en l'air,2,2635,TOUT,100.21372894141311
Sauver l'amour,83,200,TOUT,90.3067638923812
Sauvez-moi,6,2221,TOUT,100.17601206939904
Savoir aimer,92,120,TOUT,77.40759366356549
Scandale dans la famille,23,1264,TOUT,100.13829519738498
Schengen,8,2061,TOUT,100.17601206939904
Scoubidou,12,1765,TOUT,100.17601206939904
Se mélanger,11,1833,TOUT,100.17601206939904
"Sea, sex and sun",26,1137,TOUT,100.13829519738498
Secret,12,1761,TOUT,100.17601206939904
Sensualité (Axelle Red),100,57,TOUT,52.87905456374151
Sentimental,1,2767,TOUT,100.21372894141311
Senza una donna,8,2063,TOUT,100.17601206939904
Seras-tu là,27,1121,TOUT,100.13829519738498
Seul,105,34,TOUT,37.50314307266784
Seul au monde,50,628,TOUT,99.77369876791552
Seul définitivement,1,2768,TOUT,100.21372894141311
Sexy boy,2,2636,TOUT,100.21372894141311
Sexy pour moi,8,2060,TOUT,100.17601206939904
Señor météo,20,1387,TOUT,100.15086748805632
Señorita (Christophe),68,366,TOUT,97.9381443298969
Shame on U,26,1139,TOUT,100.13829519738498
Should I leave,14,1639,TOUT,100.16343977872768
Si (Karen Cheryl),4,2402,TOUT,100.20115665074177
Si (Zaz),3,2498,TOUT,100.21372894141311
Si bien du mal,10,1920,TOUT,100.17601206939904
Si c'est bon comme ça,48,664,TOUT,99.86170480261504
Si demain (turn around),29,1071,TOUT,100.13829519738498
Si j'avais su,11,1868,TOUT,100.17601206939904
Si j'avais su t'aimer,5,2310,TOUT,100.20115665074177
Si j'avais un marteau,41,798,TOUT,100.10057832537089
Si j'étais elle,1,2762,TOUT,100.21372894141311
Si j'étais président,61,472,TOUT,99.22051797837565
Si j'étais un charpentier,5,2291,TOUT,100.18858436007041
Si j'étais un homme,85,192,TOUT,89.40155896404325
Si jamais j'oublie,20,1374,TOUT,100.15086748805632
Si je chante (Sylvie Vartan),1,2763,TOUT,100.21372894141311
Si je devais manquer de toi,3,2477,TOUT,100.21372894141311
Si je m'en sors,81,219,TOUT,91.86572793562988
"Si l'on s'aimait, si",63,429,TOUT,98.84334925823485
Si la vie demande ça,99,62,TOUT,55.60724163942671
Si la vie est cadeau,4,2409,TOUT,100.20115665074177
Si maman si,41,795,TOUT,100.10057832537089
Si on chantait,20,1370,TOUT,100.15086748805632
Si on disait,16,1526,TOUT,100.16343977872768
Si seulement,3,2505,TOUT,100.21372894141311
Si seulement je pouvais lui manquer,45,715,TOUT,99.97485541865728
Si t'étais là (Louane),32,982,TOUT,100.13829519738498
Si tu m'aimes,58,504,TOUT,99.38395775710335
Si tu t'appelles mélancolie,7,2146,TOUT,100.17601206939904
Si tu vas à Rio,35,915,TOUT,100.11315061604225
Si tu veux m'essayer,77,270,TOUT,94.82021624339954
Siffler sur la colline,66,395,TOUT,98.30274075936636
Sifflez en travaillant,1,2747,TOUT,100.21372894141311
Signé Cat's Eyes,7,2127,TOUT,100.17601206939904
Silence,22,1287,TOUT,100.15086748805632
Simon papa tara,33,951,TOUT,100.11315061604225
Simple et funky,8,2078,TOUT,100.17601206939904
So far away from L.A.,30,1048,TOUT,100.13829519738498
Sobri (Notre destin),7,2128,TOUT,100.17601206939904
Société anonyme,1,2748,TOUT,100.21372894141311
Soirée disco,6,2190,TOUT,100.17601206939904
Sois pas timide,4,2433,TOUT,100.20115665074177
Sois tranquille,8,2073,TOUT,100.17601206939904
Solaar pleure,16,1558,TOUT,100.16343977872768
Soleil (Roméo Elvis),12,1825,TOUT,100.17601206939904
Soleil bleu,2,2569,TOUT,100.21372894141311
Soleil d'hiver,11,1870,TOUT,100.17601206939904
Soleil soleil,19,1416,TOUT,100.15086748805632
Somerset Maugham,8,2076,TOUT,100.17601206939904
Sommet,7,2129,TOUT,100.17601206939904
Song for Jedi,10,1921,TOUT,100.17601206939904
Sonotone,3,2494,TOUT,100.21372894141311
Sorry Angel,4,2389,TOUT,100.20115665074177
Souffrir par toi n'est pas souffrir,9,1989,TOUT,100.17601206939904
Soulman,87,171,TOUT,86.7865225044003
Soulève-moi,6,2229,TOUT,100.17601206939904
Sous l'océan,10,1915,TOUT,100.17601206939904
Sous le ciel de Paris,16,1553,TOUT,100.16343977872768
Sous le soleil,15,1626,TOUT,100.16343977872768
Sous le soleil de Bodega,60,476,TOUT,99.22051797837565
Sous le soleil exactement (Anna Karina),16,1571,TOUT,100.16343977872768
Sous le soleil exactement (Serge Gainsbourg),1,2749,TOUT,100.21372894141311
Sous le vent,83,201,TOUT,90.43248679909479
Sous les jupes des filles,27,1102,TOUT,100.13829519738498
Souvenirs souvenirs,21,1336,TOUT,100.15086748805632
Speed,29,1057,TOUT,100.13829519738498
Spider,1,2737,TOUT,100.21372894141311
Spirit of Samba,8,2079,TOUT,100.17601206939904
Stach Stach,1,2738,TOUT,100.21372894141311
Stand the Ghetto,6,2189,TOUT,100.17601206939904
Starsky et Hutch,20,1380,TOUT,100.15086748805632
Stayin' alive,1,2739,TOUT,100.21372894141311
Stewball,11,1864,TOUT,100.17601206939904
Strong and Beautiful,10,1928,TOUT,100.17601206939904
Stéréo,54,555,TOUT,99.61025898918783
Suavemente,13,1729,TOUT,100.17601206939904
Sublime et silence,16,1527,TOUT,100.16343977872768
Succès de larmes,9,2023,TOUT,100.17601206939904
Succès fou,52,589,TOUT,99.7108373145587
Summer body,6,2205,TOUT,100.17601206939904
Super Nana,24,1230,TOUT,100.13829519738498
Supercalifragilisticexpialidocious,1,2740,TOUT,100.21372894141311
Superchérie,4,2435,TOUT,100.20115665074177
Superman,49,639,TOUT,99.79884334925823
Suprême,7,2125,TOUT,100.17601206939904
Sur des musiques noires,50,631,TOUT,99.77369876791552
Sur la route (Gérald de Palmas),99,64,TOUT,56.62559718380689
Sur la route (Raphaël et Jean-Louis Aubert),15,1613,TOUT,100.16343977872768
Sur la route de Memphis,78,247,TOUT,93.53784259492079
Sur le fil,14,1671,TOUT,100.16343977872768
Sur ma route,88,157,TOUT,84.85038974101082
Sur ma vie (Charles Aznavour),9,1997,TOUT,100.17601206939904
Sur ton visage une larme,7,2124,TOUT,100.17601206939904
Sur un air latino,72,321,TOUT,96.79406587880311
Sur un fil,3,2522,TOUT,100.21372894141311
Sur un prélude de Bach,38,850,TOUT,100.10057832537089
Sur un trapèze,17,1506,TOUT,100.16343977872768
Suzette,104,36,TOUT,39.062107115916525
Sweet darling,63,442,TOUT,98.8936384209203
Sympathique (je ne veux pas travailler),34,927,TOUT,100.11315061604225
Syracuse,11,1859,TOUT,100.17601206939904
Sénégal fast-food,8,2083,TOUT,100.17601206939904
Sûr et certain,9,2019,TOUT,100.17601206939904
T'aimer encore,1,2732,TOUT,100.21372894141311
T'as beau pas être beau,32,980,TOUT,100.13829519738498
T'as le look coco,32,993,TOUT,100.13829519738498
T'en va pas (Elsa),67,375,TOUT,98.07643952728186
T'en va pas comme ça,3,2488,TOUT,100.21372894141311
T'es OK,29,1052,TOUT,100.13829519738498
T'es beau,15,1609,TOUT,100.16343977872768
Ta Katie t'a quitté,17,1507,TOUT,100.16343977872768
Ta douleur,27,1125,TOUT,100.13829519738498
Ta fête,35,918,TOUT,100.11315061604225
Ta main (Claudio Capéo),36,892,TOUT,100.10057832537089
Ta main (Grégoire),69,355,TOUT,97.73698767915513
Ta marinière,46,696,TOUT,99.9371385466432
Ta peine,6,2208,TOUT,100.17601206939904
Ta reine,24,1239,TOUT,100.13829519738498
Ta ta ta ta,5,2276,TOUT,100.18858436007041
Tahiti,28,1082,TOUT,100.13829519738498
Tailler la route,6,2213,TOUT,100.17601206939904
Taka takata (La femme du toréro),12,1790,TOUT,100.17601206939904
Tam tam l'homme prehisto,10,1938,TOUT,100.17601206939904
Tamalou,13,1733,TOUT,100.17601206939904
Tandem (Vanessa Paradis),105,32,TOUT,35.8058838320342
Tant besoin de toi,8,2084,TOUT,100.17601206939904
